GO_type,exp_string,GO_id,Description,GeneRatio,BgRatio,p.adjust,gene_names,l2fc
Biological process,L1_Imp,GO:1904580,regulation of intracellular mRNA localization,16/1159,24/9160,1.3876388975908149e-8,bic/Pka-C1/Khc/klar/l(2)gl/mago/stau/Syt1/enc/Syx1A/Rab11/Lasp/par-1/aPKC/cnc/TER94,2.3975045312566783
Biological process,L1_Imp,GO:1903530,regulation of secretion by cell,33/1159,86/9160,1.5534759007988615e-8,BicD/l(2)gl/S/Syt1/Rap1/Rab3/Cdc42/Akt1/Sep1/Syx1A/CASK/Rab10/Syt4/NFAT/Frq1/twit/sky/cmpy/KaiR1D/AdipoR/cpx/Frq2/Hip14/Sep4/Dys/Sytbeta/Rab8/cac/Ih/Flo2/unc-104/InR/Rab1,1.60059639663419
Biological process,L1_Imp,GO:0010628,positive regulation of gene expression,53/1159,180/9160,1.7266246693735766e-8,Pka-C1/Hrb98DE/kay/mago/pnt/pum/Hrb87F/pros/Hrb27C/hep/bol/Dif/E2f1/bnl/Pi3K92E/rin/Pli/tyf/Nipped-B/nito/Dp1/Fmr1/Mkrn1/CG3198/CG6686/Toll-7/CNBP/CG4612/Hipk/Larp4B/FoxK/MED26/Atx2/Rheb/smog/vvl/puc/zld/ps/larp/Tl/Myc/mbf1/eIF2gamma/spoon/Sxl/orb2/gpp/smt3/pAbp/lola/ich/CG46385,1.218534390211359
Biological process,L1_Imp,GO:0007612,learning,27/1159,62/9160,1.846012964056192e-8,Pka-C1/dnc/Fas2/sgg/shi/Btk29A/vn/Pp1-87B/Rdl/Gad1/Syn/drk/Nmdar1/Sap47/Nf1/Nipped-B/Fmr1/wcy/DopEcR/Nrx-1/Atx2/futsch/mnb/Pka-R1/AGO1/rad/rg,1.783158223754428
Biological process,L1_Imp,GO:1902531,regulation of intracellular signal transduction,83/1159,342/9160,1.905354764492176e-8,ben/Pka-C1/crc/dnc/ed/ImpL2/l(2)gl/peb/Ras85D/sgg/sl/vn/Pp1-87B/mts/Ubc6/ex/Rap1/drk/ci/14-3-3zeta/Rac1/Cdc42/Akt1/msn/cpb/Cdc37/sty/CkIalpha/Nf1/Pi3K92E/Rala/14-3-3epsilon/lig/ArfGAP1/Spred/CG2918/RhoGAP1A/siz/wdb/spidey/slpr/wcy/Tao/Mnn1/CG5522/cpa/Hipk/DopEcR/Uev1A/fmt/chrb/Pebp1/CycG/conu/Aplip1/scyl/Rheb/wrd/Efa6/Epac/alph/jeb/puc/alpha-Spec/mnb/Mob4/Ziz/par-1/CG42674/aPKC/spoon/spg/rdx/Lst8/RapGAP1/smt3/rad/wap/Ptp61F/Pak/PRAS40/slmb/InR,0.9396539484388614
Biological process,L1_Imp,GO:0007623,circadian rhythm,47/1159,151/9160,1.995121878497857e-8,CkIIbeta/Pka-C1/dnc/emc/Fas2/kay/dlg1/S/sgg/Sh/slo/Rdl/Plc21C/Mbs/Rac1/Akt1/Iswi/Rho1/Fer2LCH/Nf1/Pdp1/Pka-R2/inc/tyf/Nipped-B/Akap200/Fmr1/CG6123/lid/Dh31/ITP/foxo/CG5273/Atx2/Mid1/mnb/qvr/Cul3/nej/nocte/Shab/norpA/Hk/Ih/dysc/slmb/InR,1.2986511443303927
Biological process,L1_Imp,GO:0045935,positive regulation of nucleobase-containing compound metabolic process,102/1159,453/9160,2.1005442132095014e-8,abd-A/arm/crc/Hr3/E(bx)/Eip74EF/Eip75B/exd/fkh/His2Av/Hrb98DE/hth/kay/mam/Myb/pnt/pum/sd/sesB/ttk/bs/Hrb87F/CrebA/pros/fs(1)h/Hrb27C/ci/Pabp2/hep/Dif/Iswi/twin/E2f1/Tis11/Deaf1/Su(Tpl)/apt/smg/Pdp1/ko/CtBP/lolal/Sin3A/drm/CycT/PlexA/Smox/mei-P26/bip2/Nipped-B/Cdc7/Upf1/CG8944/Ncoa6/lid/Eaf/CG12769/tou/RYBP/CG13928/PAN3/Jarid2/Wbp2/DCP2/roq/Crtc/srl/foxo/CG12054/Ndf/mask/Rbfox1/Mrtf/CG32603/akirin/CG34401/Not1/vvl/mnb/pzg/zld/Antp/ps/nej/larp/Tl/Myc/mbf1/AGO1/cnc/Tet/spoon/Sxl/Lst8/sno/Patr-1/lncRNA:CRG/sima/da/br/lola/ich,0.831525133903095
Biological process,L1_Imp,GO:0008306,associative learning,24/1159,51/9160,2.166595855206027e-8,Pka-C1/dnc/Fas2/sgg/shi/vn/Pp1-87B/Rdl/Gad1/Syn/drk/Nmdar1/Sap47/Nf1/Fmr1/DopEcR/Nrx-1/Atx2/futsch/mnb/Pka-R1/AGO1/rad/rg,1.895004190727495
Biological process,L1_Imp,GO:0048511,rhythmic process,47/1159,152/9160,2.4944652780650688e-8,CkIIbeta/Pka-C1/dnc/emc/Fas2/kay/dlg1/S/sgg/Sh/slo/Rdl/Plc21C/Mbs/Rac1/Akt1/Iswi/Rho1/Fer2LCH/Nf1/Pdp1/Pka-R2/inc/tyf/Nipped-B/Akap200/Fmr1/CG6123/lid/Dh31/ITP/foxo/CG5273/Atx2/Mid1/mnb/qvr/Cul3/nej/nocte/Shab/norpA/Hk/Ih/dysc/slmb/InR,1.2891283702118863
Biological process,L1_Imp,GO:0051241,negative regulation of multicellular organismal process,47/1159,152/9160,2.4944652780650688e-8,ed/ena/fkh/Galphao/l(2)gl/numb/pnt/put/sd/sgg/sl/ttk/mts/ex/pros/tws/hdc/brat/Akt1/Sema1a/Sema2a/bif/sty/Nf1/CadN/Dad/Sin3A/WASp/lqf/Fmr1/Tao/Liprin-gamma/Cip4/foxo/plum/Fsn/alph/Mob4/Tl/cic/Src64B/nwk/CaMKII/Patr-1/unc-104/slmb/InR,1.2891283702118863
Biological process,L1_Imp,GO:0045471,response to ethanol,28/1159,67/9160,2.7832540619886793e-8,Cam/Pka-C1/dnc/Fas2/dlg1/Pkc98E/pum/S/Syn/Nmdar1/AcCoAS/Arf51F/CASK/apt/Pka-R2/moody/hang/Akap200/slpr/Tao/Bacc/DopEcR/Tat/mura/dpr9/vsg/kra/Pka-R1,1.7237327635776662
Biological process,L1_Imp,GO:0120034,positive regulation of plasma membrane bounded cell projection assembly,18/1159,31/9160,3.0613130641819085e-8,chic/Lar/ena/hep/Rac1/Cdc42/shot/Abi/Mipp1/par-6/Rab35/cpa/sif/kra/pico/aPKC/Arp3/Flo2,2.1981957230332716
Biological process,L1_Imp,GO:0009628,response to abiotic stimulus,89/1159,380/9160,3.1085972653928304e-8,Appl/Cam/Pka-C1/dnc/dlg1/Atpalpha/rdgB/Sh/slgA/Tm1/Pp1-87B/mts/nonA/Hrb87F/Rdl/porin/Galphaq/Gad1/Syn/Plc21C/ogre/14-3-3zeta/ple/hep/Nmdar1/tutl/Sema2a/babo/msi/nmo/Nf1/Tom40/Dyrk2/14-3-3epsilon/emb/CG2918/CycT/hang/Inx2/Kap-alpha3/jbug/Fmr1/CHES-1-like/slpr/Upf1/NFAT/Clic/Mnn1/Dh31/nrv3/Dscam1/CG13510/PIP5K59B/ITP/Hipk/eIF1/M6/Arl8/ATP6AP2/Tctp/CG6330/jus/Gat/Mrtf/shep/CG33129/CG34353/shakB/alph/lap/l(3)L1231/mnb/tay/rdgA/nej/nocte/norpA/cac/Ih/spoon/Hr4/Ric/sima/fau/Ggamma30A/Ptp61F/br/InR/para,0.8883448546132844
Biological process,L1_Imp,GO:0051254,positive regulation of RNA metabolic process,97/1159,427/9160,3.213845538903341e-8,abd-A/arm/crc/Hr3/E(bx)/Eip74EF/Eip75B/exd/fkh/His2Av/Hrb98DE/hth/kay/mam/Myb/pnt/pum/sd/ttk/bs/Hrb87F/CrebA/pros/fs(1)h/Hrb27C/ci/Pabp2/hep/Dif/Iswi/twin/E2f1/Tis11/Deaf1/Su(Tpl)/apt/smg/Pdp1/ko/CtBP/lolal/Sin3A/drm/CycT/Smox/mei-P26/bip2/Nipped-B/Upf1/CG8944/Ncoa6/lid/Eaf/CG12769/tou/RYBP/CG13928/PAN3/Jarid2/Wbp2/DCP2/roq/Crtc/srl/foxo/CG12054/Ndf/mask/Rbfox1/Mrtf/CG32603/akirin/CG34401/Not1/vvl/mnb/pzg/zld/Antp/ps/nej/Tl/Myc/mbf1/AGO1/cnc/Tet/Sxl/Lst8/sno/Patr-1/lncRNA:CRG/sima/da/br/lola/ich,0.8442876145444719
Biological process,L1_Imp,GO:0007391,dorsal closure,36/1159,102/9160,3.780398767006776e-8,arm/Col4a1/chic/ed/emc/ena/kay/dlg1/l(2)gl/peb/put/Ras85D/Btk29A/Rap1/mys/Ggamma1/Mbs/hep/Rac1/Cdc42/cora/sinu/msn/shot/Rab5/Rac2/Rho1/Rab11/slpr/scaf/Mtl/alph/puc/scrib/Mcr/Pak,1.4799666914486513
Biological process,L1_Imp,GO:0009891,positive regulation of biosynthetic process,104/1159,470/9160,3.8122754933680935e-8,abd-A/arm/crc/Hr3/E(bx)/Eip74EF/Eip75B/exd/fkh/His2Av/Hrb98DE/hth/kay/mam/Myb/pnt/pum/sd/sesB/ttk/bs/CrebA/pros/fs(1)h/Hrb27C/ci/Pabp2/hep/bol/Dif/Iswi/E2f1/Deaf1/Su(Tpl)/Pi3K92E/apt/Pdp1/ko/CtBP/lolal/Sin3A/drm/CycT/PlexA/Smox/tyf/mei-P26/bip2/Nipped-B/Dp1/Fmr1/Mkrn1/CG8944/Ncoa6/lid/Eaf/CG12769/tou/RYBP/PIP5K59B/CNBP/CG4612/Larp4B/Jarid2/Wbp2/Crtc/srl/elm/foxo/CG12054/schlank/Rheb/Ndf/mask/smog/Rbfox1/Mrtf/CG32603/eIF4EHP/akirin/vvl/mnb/pzg/zld/Antp/nej/larp/Tl/Myc/mbf1/cnc/Tet/eIF2gamma/spoon/orb2/Lst8/pAbp/sno/lncRNA:CRG/sima/da/br/lola/ich,0.806389803553927
Biological process,L1_Imp,GO:0051301,cell division,65/1159,247/9160,3.8165840181587e-8,Act5C/Act87E/chic/Gbeta13F/Galphao/eIF4A/l(2)gl/Lam/mam/Myb/numb/put/shi/sqh/mts/fwd/pros/zfh1/enc/tws/Ggamma1/brat/Cdc42/Arf79F/dia/bol/eff/msi/Sep1/twin/Syx1A/pnut/Arf51F/Rho1/Lis-1/Nak/Rab11/WASp/flfl/par-6/msps/CHES-1-like/Rab35/clu/pins/Mrtf/Synd/chinmo/alphaSnap/Sep4/brun/Dhc64C/pico/aPKC/hts/dally/Sxl/orb2/how/AP-2alpha/pAbp/sau/vib/InR/Rab1,1.0564676134216116
Biological process,L1_Imp,GO:0030952,establishment or maintenance of cytoskeleton polarity,22/1159,45/9160,3.991048404575921e-8,BicD/Pka-C1/Chc/Gbeta13F/Khc/egh/l(2)gl/mago/14-3-3zeta/Ggamma1/heph/Rho1/Rab11/14-3-3epsilon/msps/nudE/smog/Pka-R1/par-1/cnc/sqd/jvl,1.950045554285457
Biological process,L1_Imp,GO:0036465,synaptic vesicle recycling,22/1159,45/9160,3.991048404575921e-8,BicD/shi/Syt1/brat/Arf79F/Arf51F/CASK/Rab5/Rab11/stnB/stnA/sky/Synj/Eps-15/EndoA/Nrx-1/Synd/lap/mnb/lqfR/fwe/AP-2alpha,1.950045554285457
Biological process,L1_Imp,GO:0010557,positive regulation of macromolecule biosynthetic process,97/1159,429/9160,4.053159597315574e-8,abd-A/arm/crc/Hr3/E(bx)/Eip74EF/Eip75B/exd/fkh/His2Av/Hrb98DE/hth/kay/mam/Myb/pnt/pum/sd/ttk/bs/CrebA/pros/fs(1)h/Hrb27C/ci/Pabp2/hep/bol/Dif/Iswi/E2f1/Deaf1/Su(Tpl)/Pi3K92E/apt/Pdp1/ko/CtBP/lolal/Sin3A/drm/CycT/Smox/tyf/mei-P26/bip2/Nipped-B/Dp1/Fmr1/Mkrn1/CG8944/Ncoa6/lid/Eaf/CG12769/tou/RYBP/CNBP/CG4612/Larp4B/Jarid2/Wbp2/Crtc/srl/foxo/CG12054/Rheb/Ndf/mask/Rbfox1/Mrtf/CG32603/akirin/vvl/mnb/pzg/zld/Antp/nej/larp/Tl/Myc/mbf1/cnc/Tet/eIF2gamma/spoon/orb2/Lst8/pAbp/sno/lncRNA:CRG/sima/da/br/lola/ich,0.8375460366654168
Biological process,L1_Imp,GO:0048732,gland development,52/1159,180/9160,4.739228632032111e-8,Cam/chic/Eip74EF/exd/fkh/fog/hth/l(2)gl/pnt/put/Ras85D/shi/sog/Btk29A/CrebA/zfh1/mys/hdc/Rac1/Wnt4/dia/Dif/ctp/E2f1/Rac2/Rho1/sty/Pi3K92E/NetB/fz2/lolal/caps/Tnpo/He/pyr/BI-1/Atg17/foxo/Idh3b/Mtl/jeb/Antp/Trf2/Src64B/bel/sli/LanB2/Pak/br/InR/lola/AdamTS-A,1.191053653789252
Biological process,L1_Imp,GO:0032868,response to insulin,31/1159,81/9160,4.85329524039979e-8,Lar/fkh/ImpL2/sgg/sl/mts/drk/Akt1/Cdc37/Pi3K92E/Rab10/Pi3K21B/wdb/Fmr1/Mkrn1/srl/foxo/CycG/Rheb/wrd/Mob4/Tl/Rab8/Myc/Lst8/sima/Ptp61F/PRAS40/slmb/S6k/InR,1.596813339480085
Biological process,L1_Imp,GO:0009725,response to hormone,39/1159,117/9160,5.298217453745614e-8,Lar/E(bx)/Eip75B/fkh/ImpL2/sgg/sl/mts/drk/Akt1/Cdc37/Iswi/Pi3K92E/Rab10/Pi3K21B/wdb/Fmr1/Mkrn1/Chd64/srl/foxo/AdipoR/CycG/Rheb/wrd/Mob4/pzg/Hr39/Tl/Rab8/Myc/Hr4/Lst8/sima/Ptp61F/PRAS40/slmb/S6k/InR,1.3975045312566785
Biological process,L1_Imp,GO:0008355,olfactory learning,21/1159,42/9160,5.298217453745614e-8,Pka-C1/dnc/Fas2/sgg/shi/vn/Pp1-87B/Rdl/Gad1/Syn/drk/Nmdar1/Nf1/Fmr1/Atx2/futsch/mnb/Pka-R1/AGO1/rad/rg,1.9824670319778346
Biological process,L1_Imp,GO:0007417,central nervous system development,67/1159,260/9160,5.34782199073937e-8,Appl/CkIIbeta/chic/csw/Hr3/exd/Fas2/Galphao/hth/Lam/mam/vn/ct/Ptp10D/pros/fru/mys/dac/Rbp9/brat/Rac1/cora/sinu/babo/E2f1/pck/shot/Lis-1/nrv2/apt/Abi/foi/CycT/moody/Smox/cib/siz/RhoGAPp190/Nipped-B/Fmr1/seq/Tao/cold/Dscam1/Dg/pasi1/Ephrin/bchs/mask/vvl/chinmo/alpha-Spec/bun/Pka-R1/elav/Antp/Dhc64C/mbf1/Src64B/spg/smt3/Nrg/l(3)neo38/rg/ebo/Ten-a/Frl,1.0261884094071525
Biological process,L1_Imp,GO:1901701,cellular response to oxygen-containing compound,52/1159,181/9160,5.708639489286843e-8,mAChR-A/Cam/Pka-C1/Lar/E(bx)/fkh/ImpL2/put/sgg/Sh/mts/Galphaq/Rap1/drk/Akt1/babo/Cdc37/Iswi/Pi3K92E/Rab10/Pi3K21B/Pka-R2/PRL-1/Smox/wdb/Akap200/Fmr1/Mkrn1/slpr/DopEcR/Crtc/srl/foxo/CycG/Rheb/wrd/Mob4/pzg/uex/Tl/Rab8/Myc/Hr4/Lst8/sima/Ggamma30A/Ptp61F/PRAS40/br/slmb/S6k/InR,1.1830608630357216
Biological process,L1_Imp,GO:0030534,adult behavior,45/1159,146/9160,5.708639489286843e-8,ben/dnc/Fas2/dlg1/Lam/Atpalpha/pum/S/Sh/sm/Pp1-87B/Galphaq/Syn/Plc21C/ple/Nmdar1/tutl/Sema2a/AcCoAS/Arf51F/CASK/Nf1/apt/Pka-R2/moody/Eaat1/hang/beta4GalNAcTA/Akap200/Fmr1/Bacc/DopEcR/Tat/mura/dpr9/vsg/shep/shakB/kra/brp/tay/norpA/SERCA/cac/ebo,1.284495569427492
Biological process,L1_Imp,GO:0042462,eye photoreceptor cell development,32/1159,86/9160,5.999227448182827e-8,Cam/csw/Lar/klar/ttk/Ten-m/Mbs/dac/Rac1/tutl/Moe/sty/CadN/Lis-1/Rab11/vimar/Smyd4-4/seq/SP2353/Syn2/Slik/AP-1sigma/RhoGAP100F/Atx2/Synd/jeb/dysc/pAbp/mbl/rg/tau/lola,1.5562022772757365
Biological process,L1_Imp,GO:0051961,negative regulation of nervous system development,32/1159,86/9160,5.999227448182827e-8,ed/ena/Galphao/l(2)gl/numb/sd/sgg/mts/pros/tws/hdc/brat/Akt1/Sema1a/Sema2a/bif/Nf1/CadN/Dad/WASp/Fmr1/Tao/Liprin-gamma/Cip4/plum/Fsn/Mob4/Src64B/nwk/Patr-1/unc-104/slmb,1.5562022772757365
Biological process,L1_Imp,GO:0032870,cellular response to hormone stimulus,38/1159,113/9160,6.142901427242543e-8,Lar/E(bx)/Eip75B/fkh/ImpL2/sgg/mts/drk/Akt1/Cdc37/Iswi/Pi3K92E/Rab10/Pi3K21B/wdb/Fmr1/Mkrn1/Chd64/srl/foxo/AdipoR/CycG/Rheb/wrd/Mob4/pzg/Hr39/Tl/Rab8/Myc/Hr4/Lst8/sima/Ptp61F/PRAS40/slmb/S6k/InR,1.4102155830062324
Biological process,L1_Imp,GO:0045229,external encapsulating structure organization,42/1159,132/9160,6.380016261951171e-8,cact/Col4a1/Chc/ed/emc/Khc/Myb/Ppn/S/shi/ttk/hep/Rac1/Cdc42/E2f1/Rac2/Lis-1/Rab10/Rbf/lama/vkg/Ndg/Cdc7/slpr/Pax/mask/puc/bun/CG42342/Ppcs/LanB1/Rab8/cic/jvl/spoon/smt3/LanB2/br/slmb/Fas1/AdamTS-A/ich,1.3303903353981414
Biological process,L1_Imp,GO:0045926,negative regulation of growth,36/1159,104/9160,6.391468232471787e-8,ena/fkh/Galphao/dlg1/l(2)gl/sgg/ex/Akt1/Sema1a/Sema2a/bif/Nf1/lig/Dad/Mnt/WASp/Fmr1/spidey/Tao/Liprin-gamma/Larp4B/Cip4/chrb/foxo/plum/scyl/Fsn/Mob4/Tl/cic/Src64B/scrib/nwk/Patr-1/sima/unc-104,1.4519523152790548
Biological process,L1_Imp,GO:0031328,positive regulation of cellular biosynthetic process,103/1159,469/9160,6.503233412196146e-8,abd-A/arm/crc/Hr3/E(bx)/Eip74EF/Eip75B/exd/fkh/His2Av/Hrb98DE/hth/kay/mam/Myb/pnt/pum/sd/sesB/ttk/bs/CrebA/pros/fs(1)h/Hrb27C/ci/Pabp2/hep/bol/Dif/Iswi/E2f1/Deaf1/Su(Tpl)/Pi3K92E/apt/Pdp1/ko/CtBP/lolal/Sin3A/drm/CycT/PlexA/Smox/tyf/mei-P26/bip2/Nipped-B/Dp1/Fmr1/Mkrn1/CG8944/Ncoa6/lid/Eaf/CG12769/tou/RYBP/PIP5K59B/CNBP/CG4612/Larp4B/Jarid2/Wbp2/Crtc/srl/elm/foxo/CG12054/Rheb/Ndf/mask/smog/Rbfox1/Mrtf/CG32603/eIF4EHP/akirin/vvl/mnb/pzg/zld/Antp/nej/larp/Tl/Myc/mbf1/cnc/Tet/eIF2gamma/spoon/orb2/Lst8/pAbp/sno/lncRNA:CRG/sima/da/br/lola/ich,0.7955234466456765
Biological process,L1_Imp,GO:0033043,regulation of organelle organization,76/1159,312/9160,7.093363569203463e-8,BicD/Pka-C1/chic/ed/ena/fog/Gbeta13F/Lam/Myb/sesB/sgg/shi/Btk29A/sqh/stau/Syt1/svr/mys/tws/Ggamma1/Rab3/hep/Rac1/Cdc42/dia/cpb/Moe/shot/Rac2/Rho1/Lis-1/Rbf/14-3-3epsilon/Abi/WASp/Cortactin/Kank/Akap200/msps/Syt4/GMF/seq/pigs/mthl1/cpa/Synj/Slik/Cip4/DCP2/QIL1/CG17816/Sar1/conu/Atx2/mask/Efa6/Jupiter/smog/IRSp53/Sec16/endos/tmod/chinmo/alpha-Spec/lmgA/futsch/flr/nej/larp/Dhc64C/Src64B/nwk/spoon/Lst8/vih/slmb,0.9449923265591719
Biological process,L1_Imp,GO:0045927,positive regulation of growth,40/1159,123/9160,7.171372724998176e-8,chic/dlg1/sl/stau/Rac1/Akt1/Sdc/babo/cpb/nmo/pnut/shot/Nf1/Pi3K92E/Vang/14-3-3epsilon/Smox/Nipped-B/Hipk/Wbp2/srl/Tctp/CycG/Rheb/bchs/Synd/Desat1/mnb/bun/Ank2/pico/Myc/Arp3/cac/Hr4/kis/wap/Pak/S6k/InR,1.361880621525957
Biological process,L1_Imp,GO:0045597,positive regulation of cell differentiation,38/1159,114/9160,7.908431020296087e-8,chic/pnt/Ras85D/pros/ci/Rac1/Arf79F/babo/Cdc37/ctp/shot/Pi3K92E/Lis-1/Vang/ari-1/PlexA/Smox/Fmr1/Mkrn1/Pdcd4/pyr/Mlf/nudE/Sar1/Rheb/sif/mnb/bun/Mob4/zld/Vmat/Dhc64C/aPKC/Myc/slmb/InR/trol/Rab1,1.3975045312566785
Biological process,L1_Imp,GO:0051648,vesicle localization,27/1159,66/9160,8.401737838241947e-8,Khc/sesB/shi/CASK/Lis-1/Rab11/Rab7/stnB/stnA/Khc-73/unc-13/X11L/Fmr1/Rab35/Syngr/nudE/ArfGAP3/Sar1/RhoGAP100F/Aplip1/Myo28B1/wrd/Sec16/lap/Dhc64C/AP-2alpha/unc-104,1.6929604147828496
Biological process,L1_Imp,GO:0042051,compound eye photoreceptor development,31/1159,83/9160,8.944378783522602e-8,Cam/csw/Lar/klar/ttk/Ten-m/Mbs/dac/Rac1/tutl/Moe/sty/CadN/Lis-1/Rab11/vimar/Smyd4-4/seq/SP2353/Syn2/Slik/AP-1sigma/RhoGAP100F/Atx2/Synd/jeb/dysc/pAbp/mbl/tau/lola,1.561623911017785
Biological process,L1_Imp,GO:0043434,response to peptide hormone,31/1159,83/9160,8.944378783522602e-8,Lar/fkh/ImpL2/sgg/sl/mts/drk/Akt1/Cdc37/Pi3K92E/Rab10/Pi3K21B/wdb/Fmr1/Mkrn1/srl/foxo/CycG/Rheb/wrd/Mob4/Tl/Rab8/Myc/Lst8/sima/Ptp61F/PRAS40/slmb/S6k/InR,1.561623911017785
Biological process,L1_Imp,GO:1901652,response to peptide,31/1159,83/9160,8.944378783522602e-8,Lar/fkh/ImpL2/sgg/sl/mts/drk/Akt1/Cdc37/Pi3K92E/Rab10/Pi3K21B/wdb/Fmr1/Mkrn1/srl/foxo/CycG/Rheb/wrd/Mob4/Tl/Rab8/Myc/Lst8/sima/Ptp61F/PRAS40/slmb/S6k/InR,1.561623911017785
Biological process,L1_Imp,GO:0032869,cellular response to insulin stimulus,30/1159,79/9160,9.864457471857457e-8,Lar/fkh/ImpL2/sgg/mts/drk/Akt1/Cdc37/Pi3K92E/Rab10/Pi3K21B/wdb/Fmr1/Mkrn1/srl/foxo/CycG/Rheb/wrd/Mob4/Tl/Rab8/Myc/Lst8/sima/Ptp61F/PRAS40/slmb/S6k/InR,1.5855768794092502
Biological process,L1_Imp,GO:1902903,regulation of supramolecular fiber organization,38/1159,115/9160,1.0143780834969426e-7,chic/fog/Gbeta13F/Lam/shi/Btk29A/svr/mys/Ggamma1/hep/Cdc42/dia/cpb/shot/Abi/WASp/Cortactin/Kank/msps/GMF/seq/mthl1/cpa/Cip4/conu/Atx2/Efa6/Jupiter/smog/IRSp53/tmod/chinmo/alpha-Spec/futsch/flr/Src64B/nwk/spoon,1.3849044944770448
Biological process,L1_Imp,GO:0120031,plasma membrane bounded cell projection assembly,44/1159,144/9160,1.0630070409508435e-7,chic/Lar/ena/sn/Tm1/Rap1/mys/hep/Rac1/Cdc42/dia/cpb/ctp/pnut/shot/Rac2/Rho1/bnl/Past1/Abi/Rilpl/Mipp1/par-6/Fmr1/Klp10A/Rab35/Nop17l/cpa/TMEM216/CG11760/Mtl/Efa6/Unc-115a/IRSp53/sif/kra/pico/aPKC/Arp3/CG43340/Flo2/orb2/CaMKII/unc-104,1.2719736491728193
Biological process,L1_Imp,GO:0001736,establishment of planar polarity,32/1159,88/9160,1.0818205087750167e-7,ed/Galphao/kay/peb/pnt/Ras85D/S/Rap1/Rac1/Cdc42/Wnt4/nmo/Rho1/sty/Rala/CadN/rin/Vang/spen/Abi/jbug/sano/Hipk/ATP6AP2/Mtl/kmr/flr/par-1/nej/scrib/Frl/lola,1.5230354133405373
Biological process,L1_Imp,GO:0007164,establishment of tissue polarity,32/1159,88/9160,1.0818205087750167e-7,ed/Galphao/kay/peb/pnt/Ras85D/S/Rap1/Rac1/Cdc42/Wnt4/nmo/Rho1/sty/Rala/CadN/rin/Vang/spen/Abi/jbug/sano/Hipk/ATP6AP2/Mtl/kmr/flr/par-1/nej/scrib/Frl/lola,1.5230354133405373
Biological process,L1_Imp,GO:0031032,actomyosin structure organization,34/1159,97/9160,1.1102065994116785e-7,chic/Actn/Lam/Mlc2/Prm/shi/Tm1/fwd/mys/cora/dia/Rho1/Mlp84B/Rab11/Abi/Scgdelta/seq/Dg/Zasp66/mask/Lasp/sls/C3G/flr/rhea/brun/Bsg/Msp300/Src64B/hts/how/sau/vib/wupA,1.4700170310410463
Biological process,L1_Imp,GO:0050767,regulation of neurogenesis,41/1159,130/9160,1.208661295924298e-7,chic/ed/l(2)gl/numb/pnt/sd/mts/unk/pros/tws/hdc/brat/Rac1/Sema1a/Sema2a/babo/Cdc37/shot/bif/CadN/Lis-1/Vang/ari-1/PlexA/Smox/Fmr1/pyr/nudE/Sar1/Rheb/sif/bun/Mob4/zld/Antp/aPKC/Myc/slmb/InR/trol/Rab1,1.3176512235674638
Biological process,L1_Imp,GO:0010720,positive regulation of cell development,31/1159,84/9160,1.208661295924298e-7,chic/pros/Rac1/Arf79F/babo/Cdc37/ctp/shot/Pi3K92E/Lis-1/Vang/ari-1/PlexA/Smox/Fmr1/Mkrn1/pyr/nudE/Sar1/Rheb/sif/bun/Mob4/zld/Dhc64C/aPKC/Myc/slmb/InR/trol/Rab1,1.5443459195859495
Biological process,L1_Imp,GO:0016325,oocyte microtubule cytoskeleton organization,17/1159,30/9160,1.2196518837951236e-7,BicD/Pka-C1/Chc/Khc/egh/l(2)gl/mago/14-3-3zeta/heph/Rab11/14-3-3epsilon/msps/Pka-R1/par-1/cnc/sqd/jvl,2.163039277619655
Biological process,L1_Imp,GO:0051656,establishment of organelle localization,47/1159,160/9160,1.3186985998792223e-7,BicD/Khc/klar/dlg1/l(2)gl/Lam/sesB/shi/sqh/Pp1-87B/msn/ctp/CASK/Lis-1/Rab11/Rab7/stnB/stnA/Khc-73/Ran/emb/unc-13/X11L/msps/Fmr1/Klp10A/Rab35/Syngr/Slik/nudE/ArfGAP3/jagn/Sar1/pins/Aplip1/Myo28B1/Sec16/lap/pix/Dhc64C/Msp300/aPKC/east/jvl/ens/AP-2alpha/unc-104,1.2151277887681093
Biological process,L1_Imp,GO:0045451,pole plasm oskar mRNA localization,21/1159,44/9160,1.3762961617513214e-7,bic/Pka-C1/chic/Chc/Khc/klar/mago/stau/Tm1/Syt1/Hrb27C/enc/Syx1A/Rab11/DCP2/Lasp/par-1/cnc/sqd/lost/TER94,1.9153528361192975
Biological process,L1_Imp,GO:0009953,dorsal/ventral pattern formation,43/1159,141/9160,1.6094266378686842e-7,AnxB9/BicD/cact/CkIIbeta/csw/H/Khc/peb/Pkc98E/pnt/put/S/skd/sog/Su(dx)/mts/CrebA/enc/nmo/CalpA/Su(Tpl)/sty/Lis-1/rin/Rab7/14-3-3epsilon/lig/lolal/Mpcp2/Fmr1/CG1943/Cow/CG5890/Dhc64C/Tl/cic/cnc/sqd/jvl/dally/spoon/pAbp/sno,1.2691804342811388
