gene_id,gene_name,imp_target,syp_target,cluster_id,cluster_description,sypKO_l2fc,sypKO_padj
FBgn0034789,PIP5K59B,TRUE,FALSE,Cluster II,Higher Imp binding,0.12250707500000001,0.750217904
FBgn0034282,Mapmodulin,TRUE,TRUE,Cluster II,Higher Imp binding,0.122613773,0.833149739
FBgn0027492,wdb,TRUE,TRUE,Cluster II,Higher Imp binding,0.122700505,0.782471528
FBgn0034763,RYBP,TRUE,FALSE,Cluster II,Higher Imp binding,0.123052076,0.817595387
FBgn0020304,drongo,TRUE,FALSE,Cluster II,Higher Imp binding,0.124089637,0.789324486
FBgn0259824,Hip14,TRUE,TRUE,Cluster II,Higher Imp binding,0.12542318,0.791744328
FBgn0003139,PpV,TRUE,FALSE,Cluster II,Higher Imp binding,0.126177695,0.782049474
FBgn0013467,igl,TRUE,TRUE,Cluster II,Higher Imp binding,0.12892959,0.856262592
FBgn0035390,scramb2,TRUE,FALSE,Cluster II,Higher Imp binding,0.130038798,0.757420364
FBgn0037442,gzl,TRUE,FALSE,Cluster II,Higher Imp binding,0.131688097,0.7312541
FBgn0035688,fmt,TRUE,FALSE,Cluster II,Higher Imp binding,0.13256933,0.84827505
FBgn0035508,CG15005,TRUE,FALSE,Cluster II,Higher Imp binding,0.133963847,NA
FBgn0038975,Nrx-1,TRUE,FALSE,Cluster II,Higher Imp binding,0.134429686,0.857145189
FBgn0036134,FoxK,TRUE,FALSE,Cluster II,Higher Imp binding,0.135270178,0.708340338
FBgn0264816,koko,TRUE,FALSE,Cluster II,Higher Imp binding,0.135901264,0.833893704
FBgn0038603,PKD,TRUE,FALSE,Cluster II,Higher Imp binding,0.136841308,0.758054685
FBgn0085407,Pvf3,TRUE,FALSE,Cluster II,Higher Imp binding,0.137611237,0.761443632
FBgn0030809,Ubr1,TRUE,FALSE,Cluster II,Higher Imp binding,0.137960012,0.798004066
FBgn0263594,lost,TRUE,TRUE,Cluster II,Higher Imp binding,0.138511226,0.755060404
FBgn0259176,bun,TRUE,TRUE,Cluster II,Higher Imp binding,0.138530433,0.821614797
FBgn0026189,prominin-like,TRUE,TRUE,Cluster II,Higher Imp binding,0.139440138,0.734533211
FBgn0043362,bchs,TRUE,FALSE,Cluster II,Higher Imp binding,0.139628594,0.81918877
FBgn0003360,sesB,TRUE,TRUE,Cluster II,Higher Imp binding,0.139854266,0.721105308
FBgn0030719,eIF5,TRUE,TRUE,Cluster II,Higher Imp binding,0.140622897,0.85307145
FBgn0033166,Eaf,TRUE,FALSE,Cluster II,Higher Imp binding,0.141268414,0.805391859
FBgn0022023,eIF3h,TRUE,FALSE,Cluster II,Higher Imp binding,0.145179371,0.711198233
FBgn0019968,Khc-73,TRUE,FALSE,Cluster II,Higher Imp binding,0.145418502,0.770323564
FBgn0013799,Deaf1,TRUE,FALSE,Cluster II,Higher Imp binding,0.145877354,0.745349809
FBgn0052103,SCaMC,TRUE,FALSE,Cluster II,Higher Imp binding,0.146236148,0.776715089
FBgn0025639,Hmt4-20,TRUE,FALSE,Cluster II,Higher Imp binding,0.146759559,0.822342821
FBgn0263352,Unr,TRUE,TRUE,Cluster II,Higher Imp binding,0.147131529,0.668719857
FBgn0260003,Dys,TRUE,FALSE,Cluster II,Higher Imp binding,0.147525396,0.818200325
FBgn0035896,CG6983,TRUE,TRUE,Cluster II,Higher Imp binding,0.147732945,0.805391859
FBgn0285947,RpS10b,TRUE,TRUE,Cluster II,Higher Imp binding,0.150124655,0.836800098
FBgn0267912,CanA-14F,TRUE,TRUE,Cluster II,Higher Imp binding,0.150465134,0.845716116
FBgn0040351,CG11638,TRUE,FALSE,Cluster II,Higher Imp binding,0.1532803,0.724042138
FBgn0038545,pasi1,TRUE,FALSE,Cluster II,Higher Imp binding,0.153708315,0.840294665
FBgn0264975,Nrg,TRUE,TRUE,Cluster II,Higher Imp binding,0.15378451,0.691688299
FBgn0265457,lncRNA:CR44357,TRUE,FALSE,Cluster II,Higher Imp binding,0.15479842,0.85803204
FBgn0003310,S,TRUE,TRUE,Cluster II,Higher Imp binding,0.155459069,0.723950038
FBgn0010415,Sdc,TRUE,TRUE,Cluster II,Higher Imp binding,0.155870592,0.706480679
FBgn0013720,pck,TRUE,FALSE,Cluster II,Higher Imp binding,0.156867221,0.733808779
FBgn0262740,Evi5,TRUE,TRUE,Cluster II,Higher Imp binding,0.159030105,0.781057172
FBgn0011586,e(r),TRUE,FALSE,Cluster II,Higher Imp binding,0.161701546,0.718326224
FBgn0003891,tud,TRUE,TRUE,Cluster II,Higher Imp binding,0.16196105,0.785670969
FBgn0010100,mAcon1,TRUE,TRUE,Cluster II,Higher Imp binding,0.162026299,0.775688607
FBgn0261854,aPKC,TRUE,TRUE,Cluster II,Higher Imp binding,0.16236785,0.675704723
FBgn0037705,mura,TRUE,TRUE,Cluster II,Higher Imp binding,0.164073662,0.796497792
FBgn0026313,X11L,TRUE,FALSE,Cluster II,Higher Imp binding,0.164600949,0.698337114
FBgn0035582,CG13705,TRUE,FALSE,Cluster II,Higher Imp binding,0.165553255,NA
FBgn0035016,CG4612,TRUE,TRUE,Cluster II,Higher Imp binding,0.165746469,0.706550823
FBgn0053181,CG33181,TRUE,FALSE,Cluster II,Higher Imp binding,0.167326007,0.81918877
FBgn0267002,unc-104,TRUE,TRUE,Cluster II,Higher Imp binding,0.167438821,0.588019613
FBgn0033791,Drl-2,TRUE,FALSE,Cluster II,Higher Imp binding,0.168739819,0.790636949
FBgn0051789,CG31789,TRUE,FALSE,Cluster II,Higher Imp binding,0.168910482,0.827196807
FBgn0014037,Su(Tpl),TRUE,TRUE,Cluster II,Higher Imp binding,0.169321708,0.806498058
FBgn0085391,trv,TRUE,TRUE,Cluster II,Higher Imp binding,0.16941542,0.781338077
FBgn0259228,C3G,TRUE,FALSE,Cluster II,Higher Imp binding,0.174784072,0.767607979
FBgn0028375,heix,TRUE,FALSE,Cluster II,Higher Imp binding,0.175903887,0.677883323
FBgn0035424,Larp4B,TRUE,TRUE,Cluster II,Higher Imp binding,0.179347375,0.774201784
FBgn0028360,Cdc7,TRUE,FALSE,Cluster II,Higher Imp binding,0.181117279,0.622656105
FBgn0003091,Pkc53E,TRUE,FALSE,Cluster II,Higher Imp binding,0.183827263,0.677883323
FBgn0025608,Faf2,TRUE,FALSE,Cluster II,Higher Imp binding,0.186378892,0.632889836
FBgn0263995,cpo,TRUE,TRUE,Cluster II,Higher Imp binding,0.188149618,0.81918877
FBgn0043884,mask,TRUE,TRUE,Cluster II,Higher Imp binding,0.191368177,0.724453706
FBgn0027356,Amph,FALSE,TRUE,Cluster II,Higher Imp binding,0.192239657,0.626205935
FBgn0284408,trol,TRUE,TRUE,Cluster II,Higher Imp binding,0.193879309,0.596148014
FBgn0004435,Galphaq,TRUE,TRUE,Cluster II,Higher Imp binding,0.194546495,0.770491179
FBgn0037525,CG17816,TRUE,TRUE,Cluster II,Higher Imp binding,0.195126216,0.613370301
FBgn0024985,Rilpl,TRUE,FALSE,Cluster II,Higher Imp binding,0.195781233,0.700148922
FBgn0002622,RpS3,TRUE,FALSE,Cluster II,Higher Imp binding,0.195967446,0.746861259
FBgn0031307,MFS3,TRUE,FALSE,Cluster II,Higher Imp binding,0.197900969,0.804028152
FBgn0085423,GramD1B,TRUE,FALSE,Cluster II,Higher Imp binding,0.201757663,0.675474378
FBgn0052521,CG32521,TRUE,TRUE,Cluster II,Higher Imp binding,0.202135248,0.634009519
FBgn0265605,Ric,TRUE,FALSE,Cluster II,Higher Imp binding,0.202283432,0.603255237
FBgn0017581,Lk6,TRUE,TRUE,Cluster II,Higher Imp binding,0.203660518,0.746861259
FBgn0004611,Plc21C,TRUE,FALSE,Cluster II,Higher Imp binding,0.203998914,0.664862284
FBgn0014184,Oda,TRUE,TRUE,Cluster II,Higher Imp binding,0.209564869,0.710724745
FBgn0260793,2mit,TRUE,FALSE,Cluster II,Higher Imp binding,0.212409868,0.571750462
FBgn0022959,yps,TRUE,TRUE,Cluster II,Higher Imp binding,0.2128457,0.626147366
FBgn0259735,mtgo,TRUE,FALSE,Cluster II,Higher Imp binding,0.213590807,0.648258202
FBgn0261444,CG3638,TRUE,TRUE,Cluster II,Higher Imp binding,0.215383275,0.659028878
FBgn0265084,CG44195,TRUE,FALSE,Cluster II,Higher Imp binding,0.215684815,0.818781655
FBgn0266409,CG45049,TRUE,TRUE,Cluster II,Higher Imp binding,0.216098565,0.503896169
FBgn0023095,caps,TRUE,FALSE,Cluster II,Higher Imp binding,0.217012845,0.508406103
FBgn0025111,Ant2,FALSE,TRUE,Cluster II,Higher Imp binding,0.217472941,0.781338077
FBgn0035719,tow,TRUE,FALSE,Cluster II,Higher Imp binding,0.219063433,0.675474378
FBgn0004575,Syn,TRUE,FALSE,Cluster II,Higher Imp binding,0.219444119,0.503713499
FBgn0027080,TyrRS,TRUE,FALSE,Cluster II,Higher Imp binding,0.219849338,0.576044388
FBgn0011826,Pp2B-14D,TRUE,FALSE,Cluster II,Higher Imp binding,0.220757384,0.652128884
FBgn0024987,ssx,TRUE,FALSE,Cluster II,Higher Imp binding,0.221248363,0.469293281
FBgn0031530,Pgant2,TRUE,FALSE,Cluster II,Higher Imp binding,0.221583242,0.521023175
FBgn0015269,Nf1,TRUE,FALSE,Cluster II,Higher Imp binding,0.221771939,0.711800326
FBgn0037015,cmpy,TRUE,FALSE,Cluster II,Higher Imp binding,0.221875109,0.668719857
FBgn0013342,nSyb,TRUE,FALSE,Cluster II,Higher Imp binding,0.226295777,0.541603782
FBgn0286516,aqz,TRUE,TRUE,Cluster II,Higher Imp binding,0.230888746,0.735886854
FBgn0052677,X11Lbeta,TRUE,FALSE,Cluster II,Higher Imp binding,0.231756935,0.723778746
FBgn0085430,CG34401,TRUE,TRUE,Cluster II,Higher Imp binding,0.234010151,0.715996319
FBgn0001994,crp,TRUE,TRUE,Cluster II,Higher Imp binding,0.23411406,0.38526012
FBgn0033224,Nop17l,TRUE,FALSE,Cluster II,Higher Imp binding,0.235049289,0.617423319
FBgn0261804,CG42750,TRUE,FALSE,Cluster II,Higher Imp binding,0.235386467,0.729996435
FBgn0034158,CG5522,TRUE,FALSE,Cluster II,Higher Imp binding,0.235799288,0.488723564
FBgn0026179,siz,TRUE,TRUE,Cluster II,Higher Imp binding,0.236587609,0.427531938
FBgn0035917,Zasp66,TRUE,TRUE,Cluster II,Higher Imp binding,0.237635655,0.774208956
FBgn0000635,Fas2,TRUE,FALSE,Cluster II,Higher Imp binding,0.242384148,0.431907556
FBgn0038492,Mur89F,TRUE,TRUE,Cluster II,Higher Imp binding,0.242691902,0.782791272
FBgn0266019,rudhira,TRUE,TRUE,Cluster II,Higher Imp binding,0.243126048,0.694126688
FBgn0036760,CG5567,TRUE,FALSE,Cluster II,Higher Imp binding,0.245816227,0.634066318
FBgn0014863,Mlp84B,TRUE,TRUE,Cluster II,Higher Imp binding,0.24585824,0.771473586
FBgn0052758,Snx27,TRUE,FALSE,Cluster II,Higher Imp binding,0.247172544,0.485430498
FBgn0003134,Pp1alpha-96A,TRUE,FALSE,Cluster II,Higher Imp binding,0.248486043,0.464573292
FBgn0031294,IA-2,TRUE,FALSE,Cluster II,Higher Imp binding,0.249025959,0.592692836
FBgn0284248,Cyt-c-p,TRUE,FALSE,Cluster II,Higher Imp binding,0.250053206,0.627167619
FBgn0038641,ChT,TRUE,FALSE,Cluster II,Higher Imp binding,0.250588299,0.661138847
FBgn0261788,Ank2,TRUE,FALSE,Cluster II,Higher Imp binding,0.251466519,0.641528238
FBgn0051195,CG31195,TRUE,FALSE,Cluster II,Higher Imp binding,0.251669178,0.564002312
FBgn0086677,jeb,TRUE,FALSE,Cluster II,Higher Imp binding,0.254538752,0.67887873
FBgn0003866,tsh,TRUE,FALSE,Cluster II,Higher Imp binding,0.254986658,0.540601916
FBgn0051660,smog,TRUE,TRUE,Cluster II,Higher Imp binding,0.257101738,0.544935703
FBgn0041094,scyl,TRUE,TRUE,Cluster II,Higher Imp binding,0.257180348,0.450552314
FBgn0031835,CG11319,TRUE,FALSE,Cluster II,Higher Imp binding,0.257513461,0.451428167
FBgn0015737,Hmu,TRUE,TRUE,Cluster II,Higher Imp binding,0.258857591,0.508456243
FBgn0085414,dpr12,TRUE,FALSE,Cluster II,Higher Imp binding,0.260450714,0.365358585
FBgn0003415,skd,TRUE,TRUE,Cluster II,Higher Imp binding,0.260463584,0.657244756
FBgn0028670,Vha100-2,TRUE,TRUE,Cluster II,Higher Imp binding,0.262360948,0.491979476
FBgn0086686,l(3)L1231,TRUE,TRUE,Cluster II,Higher Imp binding,0.262730184,0.598942279
FBgn0039054,Cow,TRUE,FALSE,Cluster II,Higher Imp binding,0.264708485,0.614043622
FBgn0041605,cpx,TRUE,FALSE,Cluster II,Higher Imp binding,0.265766236,0.500051695
FBgn0264894,CG44085,TRUE,FALSE,Cluster II,Higher Imp binding,0.266337856,0.715496975
FBgn0015766,Msr-110,TRUE,TRUE,Cluster II,Higher Imp binding,0.268967916,0.562383504
FBgn0039647,jus,TRUE,FALSE,Cluster II,Higher Imp binding,0.271527249,0.571754645
FBgn0051626,CG31626,FALSE,TRUE,Cluster II,Higher Imp binding,0.272685993,0.698639925
FBgn0263993,CG43736,TRUE,TRUE,Cluster II,Higher Imp binding,0.276199508,0.563496069
FBgn0004516,Gad1,TRUE,FALSE,Cluster II,Higher Imp binding,0.27637781300000003,0.472443795
FBgn0000382,csw,TRUE,FALSE,Cluster II,Higher Imp binding,0.278295718,0.627777062
FBgn0263929,jvl,TRUE,TRUE,Cluster II,Higher Imp binding,0.279011131,0.545732906
FBgn0036494,Toll-6,TRUE,FALSE,Cluster II,Higher Imp binding,0.279205702,0.589613623
FBgn0046763,CG17278,TRUE,FALSE,Cluster II,Higher Imp binding,0.279737225,0.631905772
FBgn0027654,jdp,TRUE,FALSE,Cluster II,Higher Imp binding,0.283560279,0.44931836000000003
FBgn0035495,CG14989,TRUE,TRUE,Cluster II,Higher Imp binding,0.284434852,0.64609149
FBgn0259150,OtopLc,TRUE,FALSE,Cluster II,Higher Imp binding,0.285851223,0.424197312
FBgn0004369,Ptp99A,TRUE,FALSE,Cluster II,Higher Imp binding,0.286406164,0.473150193
FBgn0015245,Hsp60A,TRUE,FALSE,Cluster II,Higher Imp binding,0.288054804,0.516327213
FBgn0004607,zfh2,TRUE,FALSE,Cluster II,Higher Imp binding,0.290104295,0.563998786
FBgn0038659,EndoA,TRUE,TRUE,Cluster II,Higher Imp binding,0.290108737,0.372365334
FBgn0042135,Gdap2,TRUE,FALSE,Cluster II,Higher Imp binding,0.290149652,0.431762416
FBgn0010894,sinu,TRUE,FALSE,Cluster II,Higher Imp binding,0.291227429,0.473765567
FBgn0001235,hth,TRUE,TRUE,Cluster II,Higher Imp binding,0.291321457,0.574392997
FBgn0001186,Hex-A,TRUE,TRUE,Cluster II,Higher Imp binding,0.291732329,0.549245741
FBgn0260943,Rbp6,TRUE,TRUE,Cluster II,Higher Imp binding,0.292600887,0.592982574
FBgn0032946,nrv3,TRUE,TRUE,Cluster II,Higher Imp binding,0.296864257,0.431907556
FBgn0035505,Teh2,TRUE,FALSE,Cluster II,Higher Imp binding,0.296887074,0.58558804
FBgn0038980,Octbeta1R,TRUE,FALSE,Cluster II,Higher Imp binding,0.298067824,0.448741813
FBgn0270928,VAChT,TRUE,TRUE,Cluster II,Higher Imp binding,0.298702196,0.613700615
FBgn0003218,rdgB,TRUE,FALSE,Cluster II,Higher Imp binding,0.300476275,0.63306504
FBgn0050389,CG30389,TRUE,FALSE,Cluster II,Higher Imp binding,0.304495276,0.298378548
FBgn0035398,Cht7,TRUE,TRUE,Cluster II,Higher Imp binding,0.309052395,0.698639925
FBgn0034072,Dg,TRUE,FALSE,Cluster II,Higher Imp binding,0.314056591,0.347772842
FBgn0264501,lncRNA:CR43900,TRUE,TRUE,Cluster II,Higher Imp binding,0.315769565,0.641528238
FBgn0037127,CG14566,TRUE,FALSE,Cluster II,Higher Imp binding,0.318133876,0.708340338
FBgn0016977,spen,TRUE,TRUE,Cluster II,Higher Imp binding,0.31848376900000003,0.629399552
FBgn0263750,CG43675,TRUE,TRUE,Cluster II,Higher Imp binding,0.32161536,0.677883323
FBgn0033919,CG8547,TRUE,TRUE,Cluster II,Higher Imp binding,0.32183332,0.35065808
FBgn0036198,crim,TRUE,FALSE,Cluster II,Higher Imp binding,0.324790327,0.532505452
FBgn0039688,Kul,TRUE,FALSE,Cluster II,Higher Imp binding,0.327356484,0.436930153
FBgn0262730,dtn,TRUE,FALSE,Cluster II,Higher Imp binding,0.333172591,0.49603701100000003
FBgn0004117,Tm2,FALSE,TRUE,Cluster II,Higher Imp binding,0.334256386,0.651826799
FBgn0037153,olf413,TRUE,FALSE,Cluster II,Higher Imp binding,0.336699889,0.452764548
FBgn0012034,AcCoAS,TRUE,TRUE,Cluster II,Higher Imp binding,0.337180296,0.309318105
FBgn0030394,Cpr11A,TRUE,TRUE,Cluster II,Higher Imp binding,0.338683281,0.66192283
FBgn0034989,CG3356,TRUE,FALSE,Cluster II,Higher Imp binding,0.345432606,0.294549409
FBgn0028863,CG4587,TRUE,FALSE,Cluster II,Higher Imp binding,0.345954914,0.320734724
FBgn0034408,sano,TRUE,FALSE,Cluster II,Higher Imp binding,0.347411078,0.361334522
FBgn0000479,dnc,TRUE,TRUE,Cluster II,Higher Imp binding,0.347892116,0.585840647
FBgn0051451,lncRNA:CR31451,TRUE,TRUE,Cluster II,Higher Imp binding,0.349377694,0.545867495
FBgn0085434,NaCP60E,TRUE,FALSE,Cluster II,Higher Imp binding,0.354529864,0.508137743
FBgn0011722,Tig,TRUE,FALSE,Cluster II,Higher Imp binding,0.355893364,0.541603782
FBgn0002643,mam,TRUE,TRUE,Cluster II,Higher Imp binding,0.358250876,0.485845543
FBgn0039380,CG5890,TRUE,FALSE,Cluster II,Higher Imp binding,0.359817031,0.441420417
FBgn0005278,Sam-S,TRUE,TRUE,Cluster II,Higher Imp binding,0.36097738,0.314953836
FBgn0034691,Synj,TRUE,FALSE,Cluster II,Higher Imp binding,0.363183959,0.343930664
FBgn0028743,Dhit,TRUE,FALSE,Cluster II,Higher Imp binding,0.364739366,0.367817325
FBgn0266098,rg,TRUE,FALSE,Cluster II,Higher Imp binding,0.367411519,0.439950752
FBgn0031424,VGlut,TRUE,FALSE,Cluster II,Higher Imp binding,0.369221158,0.390978388
FBgn0034022,CG12964,TRUE,FALSE,Cluster II,Higher Imp binding,0.369641313,0.636988386
FBgn0013759,CASK,TRUE,FALSE,Cluster II,Higher Imp binding,0.372994376,0.402451579
FBgn0003277,RpII215,TRUE,TRUE,Cluster II,Higher Imp binding,0.373792927,0.338190912
FBgn0267253,CG32700,TRUE,FALSE,Cluster II,Higher Imp binding,0.376824562,0.404313284
FBgn0032129,jp,TRUE,TRUE,Cluster II,Higher Imp binding,0.377460225,0.555097454
FBgn0052204,CG32204,TRUE,FALSE,Cluster II,Higher Imp binding,0.379001828,0.333735421
FBgn0003118,pnt,TRUE,FALSE,Cluster II,Higher Imp binding,0.38438934,0.10458177
FBgn0051221,CG31221,TRUE,FALSE,Cluster II,Higher Imp binding,0.384816064,0.424197312
FBgn0283508,nw,FALSE,TRUE,Cluster II,Higher Imp binding,0.385570155,0.591235737
FBgn0284435,tyn,TRUE,TRUE,Cluster II,Higher Imp binding,0.386289906,0.276872921
FBgn0265487,mbl,TRUE,TRUE,Cluster II,Higher Imp binding,0.387475335,0.503504037
FBgn0028875,nAChRalpha5,TRUE,FALSE,Cluster II,Higher Imp binding,0.38908963,0.506755263
FBgn0029801,CG15771,TRUE,FALSE,Cluster II,Higher Imp binding,0.395398475,0.351275219
FBgn0030336,CG1578,TRUE,TRUE,Cluster II,Higher Imp binding,0.395417946,0.370200448
FBgn0010399,Nmdar1,TRUE,FALSE,Cluster II,Higher Imp binding,0.398263144,0.137116293
FBgn0263832,Rcd5,TRUE,FALSE,Cluster II,Higher Imp binding,0.399489754,0.134500076
FBgn0266064,GlyS,TRUE,FALSE,Cluster II,Higher Imp binding,0.402160831,0.193597833
FBgn0050052,Obp49a,TRUE,FALSE,Cluster II,Higher Imp binding,0.406314907,0.583755766
FBgn0039026,CG7029,TRUE,FALSE,Cluster II,Higher Imp binding,0.40711517,0.161433576
FBgn0026869,Thd1,TRUE,TRUE,Cluster II,Higher Imp binding,0.407983353,0.215075654
FBgn0261262,CG42613,TRUE,FALSE,Cluster II,Higher Imp binding,0.408005557,0.382328186
FBgn0000542,ec,FALSE,TRUE,Cluster II,Higher Imp binding,0.408023404,0.129420122
FBgn0039136,CG5902,TRUE,FALSE,Cluster II,Higher Imp binding,0.411208535,0.271233076
FBgn0052694,CG32694,TRUE,TRUE,Cluster II,Higher Imp binding,0.41260354,0.519254562
FBgn0027596,Kank,TRUE,FALSE,Cluster II,Higher Imp binding,0.413582462,0.266139419
FBgn0036544,sff,TRUE,TRUE,Cluster II,Higher Imp binding,0.415325988,0.052338543
FBgn0004880,scrt,TRUE,TRUE,Cluster II,Higher Imp binding,0.421431928,0.417653767
FBgn0036717,CG13731,TRUE,FALSE,Cluster II,Higher Imp binding,0.422762424,0.57101682
FBgn0050089,CG30089,TRUE,FALSE,Cluster II,Higher Imp binding,0.425216691,0.333160797
FBgn0263994,CG43737,TRUE,FALSE,Cluster II,Higher Imp binding,0.428481177,0.365975691
FBgn0020493,Dad,TRUE,FALSE,Cluster II,Higher Imp binding,0.428838929,0.353955991
FBgn0034145,CG5065,TRUE,FALSE,Cluster II,Higher Imp binding,0.431078606,0.041915035
FBgn0031064,CG12531,TRUE,FALSE,Cluster II,Higher Imp binding,0.431793577,0.192969098
FBgn0263109,CG43366,TRUE,FALSE,Cluster II,Higher Imp binding,0.433886898,0.519578152
FBgn0015609,CadN,TRUE,TRUE,Cluster II,Higher Imp binding,0.4345331,0.226071438
FBgn0034828,CG13545,TRUE,FALSE,Cluster II,Higher Imp binding,0.436016095,NA
FBgn0040382,CG5273,TRUE,FALSE,Cluster II,Higher Imp binding,0.43640109,0.243155061
FBgn0004509,Fur1,TRUE,FALSE,Cluster II,Higher Imp binding,0.437166853,0.101555904
FBgn0013576,mtd,TRUE,FALSE,Cluster II,Higher Imp binding,0.437765058,0.276872921
FBgn0000046,Act87E,TRUE,TRUE,Cluster II,Higher Imp binding,0.44037133,0.439950752
FBgn0025702,Srpk79D,TRUE,FALSE,Cluster II,Higher Imp binding,0.440790076,0.051095981
FBgn0039808,CG12071,TRUE,FALSE,Cluster II,Higher Imp binding,0.451134847,0.21867599
FBgn0026206,mei-P26,TRUE,TRUE,Cluster II,Higher Imp binding,0.463503476,0.479015624
FBgn0037796,CG12814,TRUE,TRUE,Cluster II,Higher Imp binding,0.465108713,0.505815265
FBgn0262579,Ect4,TRUE,FALSE,Cluster II,Higher Imp binding,0.468467211,0.384881659
FBgn0035499,Chd64,TRUE,TRUE,Cluster II,Higher Imp binding,0.468598578,0.339686137
FBgn0033958,jef,TRUE,FALSE,Cluster II,Higher Imp binding,0.468821979,0.099050573
FBgn0035481,CG12605,TRUE,TRUE,Cluster II,Higher Imp binding,0.476510204,0.329967743
FBgn0028704,Nckx30C,TRUE,FALSE,Cluster II,Higher Imp binding,0.476841888,0.246769256
FBgn0266354,CG45002,TRUE,FALSE,Cluster II,Higher Imp binding,0.493777266,0.055078569
FBgn0259146,fid,TRUE,FALSE,Cluster II,Higher Imp binding,0.494593714,0.111643813
FBgn0259927,CG42450,TRUE,FALSE,Cluster II,Higher Imp binding,0.495094132,0.260545992
FBgn0030234,CG15211,TRUE,FALSE,Cluster II,Higher Imp binding,0.499667435,0.5000055
FBgn0262476,CG43066,TRUE,FALSE,Cluster II,Higher Imp binding,0.505379788,0.080263183
FBgn0264542,hwt,TRUE,FALSE,Cluster II,Higher Imp binding,0.507265416,0.148041861
FBgn0259108,futsch,TRUE,FALSE,Cluster II,Higher Imp binding,0.507591475,0.239819162
FBgn0035246,CG13928,TRUE,TRUE,Cluster II,Higher Imp binding,0.510629034,0.006041426
FBgn0004370,Ptp10D,TRUE,TRUE,Cluster II,Higher Imp binding,0.516329762,0.047394565
FBgn0259740,CG42394,TRUE,TRUE,Cluster II,Higher Imp binding,0.517764005,0.128955861
FBgn0040505,Alk,TRUE,FALSE,Cluster II,Higher Imp binding,0.518503334,0.102076883
FBgn0001319,kn,TRUE,TRUE,Cluster II,Higher Imp binding,0.519926776,0.028597915
FBgn0263397,Ih,TRUE,FALSE,Cluster II,Higher Imp binding,0.523137118,0.250023168
FBgn0015774,NetB,TRUE,TRUE,Cluster II,Higher Imp binding,0.531908437,0.12219916
FBgn0283471,wupA,TRUE,TRUE,Cluster II,Higher Imp binding,0.536582524,0.44931836000000003
FBgn0010397,LamC,FALSE,TRUE,Cluster II,Higher Imp binding,0.562285803,0.068171994
FBgn0037424,Osi15,FALSE,TRUE,Cluster II,Higher Imp binding,0.566140323,0.312179902
FBgn0010114,hig,TRUE,FALSE,Cluster II,Higher Imp binding,0.569123686,0.018828483
FBgn0050069,CG30069,TRUE,FALSE,Cluster II,Higher Imp binding,0.574754055,0.230911444
FBgn0263776,CG43693,TRUE,FALSE,Cluster II,Higher Imp binding,0.582181869,0.006099513
FBgn0035710,SP1173,TRUE,TRUE,Cluster II,Higher Imp binding,0.601660744,0.066559301
FBgn0029895,CG14441,TRUE,FALSE,Cluster II,Higher Imp binding,0.602568971,0.047764324
FBgn0085421,Epac,TRUE,FALSE,Cluster II,Higher Imp binding,0.610453851,0.027175857
FBgn0265597,rad,TRUE,FALSE,Cluster II,Higher Imp binding,0.628076285,0.161433576
FBgn0085413,CG34384,TRUE,FALSE,Cluster II,Higher Imp binding,0.631460969,0.029516661
FBgn0039431,plum,TRUE,TRUE,Cluster II,Higher Imp binding,0.653085268,0.019549822
FBgn0000064,Ald1,TRUE,TRUE,Cluster II,Higher Imp binding,0.660102757,0.036078602
FBgn0260486,Ziz,TRUE,FALSE,Cluster II,Higher Imp binding,0.689884896,0.003576972
FBgn0261836,Msp300,TRUE,TRUE,Cluster II,Higher Imp binding,0.696761522,0.172770523
FBgn0002773,Mlc2,TRUE,FALSE,Cluster II,Higher Imp binding,0.701067743,0.24887159
FBgn0014141,cher,TRUE,TRUE,Cluster II,Higher Imp binding,0.701158817,5.96571e-5
FBgn0286782,flz,TRUE,FALSE,Cluster II,Higher Imp binding,0.70625034,0.260350617
FBgn0000299,Col4a1,TRUE,TRUE,Cluster II,Higher Imp binding,0.713872732,0.024868028
FBgn0014073,Tie,TRUE,FALSE,Cluster II,Higher Imp binding,0.713932101,0.125709332
FBgn0036862,Gbs-76A,TRUE,FALSE,Cluster II,Higher Imp binding,0.726254888,6.10034e-4
FBgn0001257,ImpL2,TRUE,TRUE,Cluster II,Higher Imp binding,0.733051067,4.13546e-4
FBgn0286204,ich,TRUE,FALSE,Cluster II,Higher Imp binding,0.78847165,0.167656696
