gene_id,combined_patterns,ALNB_clusters,T2NB_clusters,MBNB_clusters,gene_name,temporal_group,imp_target,syp_target,RBP target,cluster_id,Cluster profile,cluster_code,gene_biotype
FBgn0259727,Down-regulated;Down-regulated;NA,Down-regulated,Down-regulated,NA,CG42381,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0259937,Down-regulated;NA;Peak-1,Down-regulated,NA,Peak-1,Nop60B,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0259938,Down-regulated;Down-regulated;Peak-1,Down-regulated,Down-regulated,Peak-1,cwo,early,FALSE,TRUE,Syp target only,Cluster V,Peak at L2 Syp,Peak_L2Syp,protein_coding
FBgn0259986,Peak-2;Peak-1;NA,Peak-2,Peak-1,NA,nab,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0260223,Peak-2;NA;NA,Peak-2,NA,NA,CG42497,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0260453,Mid-peaks;NA;NA,Mid-peaks,NA,NA,CG17140,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0260453,Mid-peaks;NA;NA,Mid-peaks,NA,NA,CG17140,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0260454,Mid-peaks;NA;NA,Mid-peaks,NA,NA,CG17139,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0260454,Mid-peaks;NA;NA,Mid-peaks,NA,NA,CG17139,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0260486,Down-regulated;NA;NA,Down-regulated,NA,NA,Ziz,early,TRUE,FALSE,Imp target only,Cluster II,Higher Imp binding,High_Imp,protein_coding
FBgn0260639,Up-regulated;NA;NA,Up-regulated,NA,NA,gammaTub23C,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0260722,Down-regulated;Peak-1;NA,Down-regulated,Peak-1,NA,lncRNA:CR42549,early,TRUE,TRUE,Co-target,Cluster I,Higher Imp binding,High_Imp,ncRNA
FBgn0260749,Up-regulated;NA;NA,Up-regulated,NA,NA,Utx,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0260771,Up-regulated;NA;NA,Up-regulated,NA,NA,Larp7,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0260944,Peak-2;NA;NA,Peak-2,NA,NA,Rbp1,early,FALSE,TRUE,Syp target only,Cluster III,Higher Syp binding,High_Syp,protein_coding
FBgn0260987,Up-regulated;NA;NA,Up-regulated,NA,NA,vtd,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0260995,Peak-1;NA;NA,Peak-1,NA,NA,dpr21,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0261067,Up-regulated;NA;NA,Up-regulated,NA,NA,LSm1,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0261113,Fluctuating;NA;Down-regulated,Fluctuating,NA,Down-regulated,Xrp1,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0261434,Peak-3;NA;NA,Peak-3,NA,NA,hkb,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0261552,Down-regulated;Peak-1;Peak-1,Down-regulated,Peak-1,Peak-1,ps,early,TRUE,TRUE,Co-target,Cluster I,Higher Imp binding,High_Imp,protein_coding
FBgn0261592,Peak-2;NA;Down-regulated,Peak-2,NA,Down-regulated,RpS6,early,FALSE,TRUE,Syp target only,Cluster IV,Higher Syp binding,High_Syp,protein_coding
FBgn0261596,Peak-2;Peak-1;NA,Peak-2,Peak-1,NA,RpS24,early,FALSE,TRUE,Syp target only,Cluster IV,Higher Syp binding,High_Syp,protein_coding
FBgn0261597,Peak-2;NA;NA,Peak-2,NA,NA,RpS26,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0261599,Peak-2;Peak-1;Down-regulated,Peak-2,Peak-1,Down-regulated,RpS29,early,TRUE,TRUE,Co-target,Cluster III,Higher Syp binding,High_Syp,protein_coding
FBgn0261602,Peak-2;NA;Down-regulated,Peak-2,NA,Down-regulated,RpL8,early,FALSE,TRUE,Syp target only,Cluster IV,Higher Syp binding,High_Syp,protein_coding
FBgn0261608,Peak-2;NA;Down-regulated,Peak-2,NA,Down-regulated,RpL37A,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0261789,Up-regulated;NA;NA,Up-regulated,NA,NA,SmD2,late,TRUE,TRUE,Co-target,Cluster II,Higher Imp binding,High_Imp,protein_coding
FBgn0261873,Mid-peaks;Peak-2;Peak-1,Mid-peaks,Peak-2,Peak-1,sdt,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0261955,Fluctuating;NA;Down-regulated,Fluctuating,NA,Down-regulated,kdn,early,TRUE,FALSE,Imp target only,Cluster I,Higher Imp binding,High_Imp,protein_coding
FBgn0261963,Down-regulated;NA;NA,Down-regulated,NA,NA,mid,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0262111,Down-regulated;NA;NA,Down-regulated,NA,NA,f,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0262476,Down-regulated;Down-regulated;Peak-1,Down-regulated,Down-regulated,Peak-1,CG43066,early,TRUE,FALSE,Imp target only,Cluster II,Higher Imp binding,High_Imp,protein_coding
FBgn0262509,Down-regulated;Up-regulated;NA,Down-regulated,Up-regulated,NA,nrm,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0262519,Down-regulated;Peak-1;Down-regulated,Down-regulated,Peak-1,Down-regulated,Mi-2,early,TRUE,FALSE,Imp target only,Cluster II,Higher Imp binding,High_Imp,protein_coding
FBgn0262559,Fluctuating;NA;Down-regulated,Fluctuating,NA,Down-regulated,Mdh2,early,FALSE,TRUE,Syp target only,Cluster V,Peak at L2 Syp,Peak_L2Syp,protein_coding
FBgn0262636,Down-regulated;Down-regulated;NA,Down-regulated,Down-regulated,NA,dati,early,FALSE,TRUE,Syp target only,Cluster III,Higher Syp binding,High_Syp,protein_coding
FBgn0262737,Up-regulated;NA;NA,Up-regulated,NA,NA,mub,late,TRUE,TRUE,Co-target,Cluster III,Higher Syp binding,High_Syp,protein_coding
FBgn0262972,Mid-peaks;NA;Down-regulated,Mid-peaks,NA,Down-regulated,lncRNA:cherub,early,TRUE,TRUE,Co-target,Cluster III,Higher Syp binding,High_Syp,ncRNA
FBgn0263006,Peak-1;NA;NA,Peak-1,NA,NA,SERCA,early,TRUE,TRUE,Co-target,Cluster II,Higher Imp binding,High_Imp,protein_coding
FBgn0263231,Down-regulated;Down-regulated;Peak-1,Down-regulated,Down-regulated,Peak-1,bel,early,TRUE,TRUE,Co-target,Cluster I,Higher Imp binding,High_Imp,protein_coding
FBgn0263392,Mid-peaks;Peak-1;NA,Mid-peaks,Peak-1,NA,Tet,early,TRUE,TRUE,Co-target,Cluster VI,Other,Other,protein_coding
FBgn0263415,Up-regulated;Up-regulated;NA,Up-regulated,Up-regulated,NA,lncRNA:CR43461,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0263589,Mid-peaks;NA;NA,Mid-peaks,NA,NA,asRNA:CR43614,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0263589,Mid-peaks;NA;NA,Mid-peaks,NA,NA,asRNA:CR43614,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0263594,Down-regulated;NA;NA,Down-regulated,NA,NA,lost,early,TRUE,TRUE,Co-target,Cluster II,Higher Imp binding,High_Imp,protein_coding
FBgn0263600,Peak-3;NA;NA,Peak-3,NA,NA,DNApol-delta,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0263659,Peak-2;Peak-2;Peak-1,Peak-2,Peak-2,Peak-1,lncRNA:CR43650,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0263757,Up-regulated;NA;NA,Up-regulated,NA,NA,Rpb4,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0263832,Down-regulated;Peak-1;NA,Down-regulated,Peak-1,NA,Rcd5,early,TRUE,FALSE,Imp target only,Cluster II,Higher Imp binding,High_Imp,protein_coding
FBgn0263929,Peak-1;NA;NA,Peak-1,NA,NA,jvl,early,TRUE,TRUE,Co-target,Cluster II,Higher Imp binding,High_Imp,protein_coding
FBgn0264006,Peak-1;NA;NA,Peak-1,NA,NA,dysc,early,TRUE,TRUE,Co-target,Cluster I,Higher Imp binding,High_Imp,protein_coding
FBgn0264090,Up-regulated;NA;NA,Up-regulated,NA,NA,CG43759,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0264294,Peak-2;Up-regulated;NA,Peak-2,Up-regulated,NA,Cyt-b5,late,FALSE,TRUE,Syp target only,Cluster V,Peak at L2 Syp,Peak_L2Syp,protein_coding
FBgn0264442,Down-regulated;NA;NA,Down-regulated,NA,NA,ab,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0264449,Down-regulated;NA;Peak-1,Down-regulated,NA,Peak-1,CG43867,early,TRUE,TRUE,Co-target,Cluster VI,Other,Other,protein_coding
FBgn0264490,Up-regulated;Up-regulated;Up-regulated,Up-regulated,Up-regulated,Up-regulated,Eip93F,late,FALSE,TRUE,Syp target only,Cluster III,Higher Syp binding,High_Syp,protein_coding
FBgn0264598,Peak-3;NA;NA,Peak-3,NA,NA,PsGEF,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0264606,Down-regulated;NA;NA,Down-regulated,NA,NA,Fife,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0264607,Down-regulated;Peak-2;NA,Down-regulated,Peak-2,NA,CaMKII,early,TRUE,TRUE,Co-target,Cluster II,Higher Imp binding,High_Imp,protein_coding
FBgn0264794,Peak-1;Down-regulated;NA,Peak-1,Down-regulated,NA,lncRNA:CR44024,early,FALSE,TRUE,Syp target only,Cluster III,Higher Syp binding,High_Syp,ncRNA
FBgn0264895,Peak-3;Peak-3;V3-regulated,Peak-3,Peak-3,V3-regulated,RapGAP1,late,TRUE,TRUE,Co-target,Cluster II,Higher Imp binding,High_Imp,protein_coding
FBgn0264922,Up-regulated;NA;NA,Up-regulated,NA,NA,smt3,late,TRUE,TRUE,Co-target,Cluster III,Higher Syp binding,High_Syp,protein_coding
FBgn0264962,Peak-1;NA;NA,Peak-1,NA,NA,Pcf11,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0265083,Up-regulated;NA;NA,Up-regulated,NA,NA,CG44194,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0265104,Down-regulated;NA;NA,Down-regulated,NA,NA,lncRNA:CR44206,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0265140,Peak-3;NA;NA,Peak-3,NA,NA,Meltrin,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0265180,Up-regulated;Up-regulated;NA,Up-regulated,Up-regulated,NA,CG44245,late,FALSE,TRUE,Syp target only,Cluster V,Peak at L2 Syp,Peak_L2Syp,protein_coding
FBgn0265191,Up-regulated;Up-regulated;Peak-3,Up-regulated,Up-regulated,Peak-3,Gyg,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0265276,Up-regulated;NA;V3-regulated,Up-regulated,NA,V3-regulated,l(3)neo38,late,TRUE,TRUE,Co-target,Cluster VI,Other,Other,protein_coding
FBgn0265413,Mid-peaks;NA;Peak-1,Mid-peaks,NA,Peak-1,CG44325,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0265487,Peak-3;Down-regulated;Down-regulated,Peak-3,Down-regulated,Down-regulated,mbl,early,TRUE,TRUE,Co-target,Cluster II,Higher Imp binding,High_Imp,protein_coding
FBgn0265873,Peak-1;NA;NA,Peak-1,NA,NA,lncRNA:CR44662,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0266377,Down-regulated;NA;NA,Down-regulated,NA,NA,Pde8,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0266450,Peak-3;NA;Mid-peaks,Peak-3,NA,Mid-peaks,Kr-h1,late,FALSE,TRUE,Syp target only,Cluster III,Higher Syp binding,High_Syp,protein_coding
FBgn0266549,Peak-3;NA;NA,Peak-3,NA,NA,lncRNA:CR45102,late,TRUE,TRUE,Co-target,Cluster II,Higher Imp binding,High_Imp,ncRNA
FBgn0266569,Peak-2;NA;NA,Peak-2,NA,NA,CG42259,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0266598,Up-regulated;NA;NA,Up-regulated,NA,NA,Kmn2,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0266696,Peak-3;NA;NA,Peak-3,NA,NA,Svil,late,FALSE,TRUE,Syp target only,Cluster V,Peak at L2 Syp,Peak_L2Syp,protein_coding
FBgn0266751,Fluctuating;Peak-3;NA,Fluctuating,Peak-3,NA,lncRNA:CR45224,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0266777,Up-regulated;V3-regulated;Peak-3,Up-regulated,V3-regulated,Peak-3,lncRNA:CR45242,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0266802,Up-regulated;NA;NA,Up-regulated,NA,NA,asRNA:CR45264,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0266937,Peak-3;Peak-3;NA,Peak-3,Peak-3,NA,lncRNA:CR45388,late,TRUE,TRUE,Co-target,Cluster III,Higher Syp binding,High_Syp,ncRNA
FBgn0267001,Down-regulated;Down-regulated;Down-regulated,Down-regulated,Down-regulated,Down-regulated,Ten-a,early,TRUE,TRUE,Co-target,Cluster VI,Other,Other,protein_coding
FBgn0267084,Mid-peaks;NA;NA,Mid-peaks,NA,NA,asRNA:CR45528,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0267084,Mid-peaks;NA;NA,Mid-peaks,NA,NA,asRNA:CR45528,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0267336,Peak-2;Down-regulated;NA,Peak-2,Down-regulated,NA,Glut4EF,early,TRUE,FALSE,Imp target only,Cluster I,Higher Imp binding,High_Imp,protein_coding
FBgn0267385,Peak-3;NA;Peak-3,Peak-3,NA,Peak-3,PyK,late,TRUE,TRUE,Co-target,Cluster II,Higher Imp binding,High_Imp,protein_coding
FBgn0267428,Peak-1;Peak-1;NA,Peak-1,Peak-1,NA,DIP-lambda,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0267431,Peak-1;Down-regulated;NA,Peak-1,Down-regulated,NA,Myo81F,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0267449,Down-regulated;Up-regulated;NA,Down-regulated,Up-regulated,NA,WDY,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0267511,Up-regulated;NA;Peak-2,Up-regulated,NA,Peak-2,28SrRNA-Psi:CR45851,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0267665,Mid-peaks;NA;Peak-3,Mid-peaks,NA,Peak-3,lncRNA:CR46003,late,FALSE,TRUE,Syp target only,Cluster IV,Higher Syp binding,High_Syp,ncRNA
FBgn0267668,Mid-peaks;Down-regulated;NA,Mid-peaks,Down-regulated,NA,lncRNA:CR46006,early,FALSE,TRUE,Syp target only,Cluster III,Higher Syp binding,High_Syp,ncRNA
FBgn0267727,Up-regulated;NA;Up-regulated,Up-regulated,NA,Up-regulated,Pen,late,TRUE,TRUE,Co-target,Cluster III,Higher Syp binding,High_Syp,protein_coding
FBgn0267730,Peak-2;NA;NA,Peak-2,NA,NA,lncRNA:CR46061,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0267790,Up-regulated;NA;Up-regulated,Up-regulated,NA,Up-regulated,rump,late,FALSE,TRUE,Syp target only,Cluster III,Higher Syp binding,High_Syp,protein_coding
FBgn0267820,Peak-3;NA;NA,Peak-3,NA,NA,asRNA:CR46145,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0267910,Peak-2;NA;Peak-2,Peak-2,NA,Peak-2,lncRNA:CR34335,early,TRUE,TRUE,Co-target,Cluster III,Higher Syp binding,High_Syp,ncRNA
FBgn0267995,Peak-3;NA;NA,Peak-3,NA,NA,asRNA:CR46262,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0283427,Down-regulated;NA;NA,Down-regulated,NA,NA,FASN1,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0283440,Up-regulated;NA;NA,Up-regulated,NA,NA,solo,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0283451,Up-regulated;Up-regulated;Peak-3,Up-regulated,Up-regulated,Peak-3,br,late,TRUE,TRUE,Co-target,Cluster III,Higher Syp binding,High_Syp,protein_coding
FBgn0283477,Up-regulated;NA;NA,Up-regulated,NA,NA,SF2,late,TRUE,TRUE,Co-target,NA,N/A,NA,NA
FBgn0283494,V2-regulated;NA;Down-regulated,V2-regulated,NA,Down-regulated,Adk2,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0283499,Mid-peaks;Peak-1;Peak-1,Mid-peaks,Peak-1,Peak-1,InR,early,TRUE,FALSE,Imp target only,Cluster I,Higher Imp binding,High_Imp,protein_coding
FBgn0283651,Peak-3;Peak-1;Up-regulated,Peak-3,Peak-1,Up-regulated,CG46301,late,TRUE,TRUE,Co-target,NA,N/A,NA,NA
FBgn0283682,Up-regulated;NA;Up-regulated,Up-regulated,NA,Up-regulated,Ge-1,late,FALSE,TRUE,Syp target only,Cluster III,Higher Syp binding,High_Syp,protein_coding
FBgn0284220,Peak-2;NA;Up-regulated,Peak-2,NA,Up-regulated,Top2,late,FALSE,TRUE,Syp target only,Cluster III,Higher Syp binding,High_Syp,protein_coding
FBgn0284245,Down-regulated;Peak-1;NA,Down-regulated,Peak-1,NA,eEF1alpha1,early,TRUE,FALSE,Imp target only,Cluster I,Higher Imp binding,High_Imp,protein_coding
FBgn0284249,Up-regulated;NA;NA,Up-regulated,NA,NA,Adf1,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0284435,Down-regulated;NA;NA,Down-regulated,NA,NA,tyn,early,TRUE,TRUE,Co-target,Cluster II,Higher Imp binding,High_Imp,protein_coding
FBgn0285926,Down-regulated;Peak-1;Down-regulated,Down-regulated,Peak-1,Down-regulated,Imp,early,TRUE,TRUE,Co-target,Cluster II,Higher Imp binding,High_Imp,protein_coding
FBgn0285944,Peak-2;Up-regulated;Up-regulated,Peak-2,Up-regulated,Up-regulated,para,late,TRUE,FALSE,Imp target only,Cluster I,Higher Imp binding,High_Imp,protein_coding
FBgn0285948,Peak-2;NA;Down-regulated,Peak-2,NA,Down-regulated,RpL27A,early,FALSE,TRUE,Syp target only,Cluster IV,Higher Syp binding,High_Syp,protein_coding
FBgn0285949,Peak-2;NA;Down-regulated,Peak-2,NA,Down-regulated,RpL31,early,FALSE,TRUE,Syp target only,Cluster IV,Higher Syp binding,High_Syp,protein_coding
FBgn0285950,Peak-2;NA;Down-regulated,Peak-2,NA,Down-regulated,RpL19,early,FALSE,TRUE,Syp target only,Cluster IV,Higher Syp binding,High_Syp,protein_coding
FBgn0285952,Peak-2;NA;NA,Peak-2,NA,NA,eEF5,early,FALSE,TRUE,Syp target only,Cluster IV,Higher Syp binding,High_Syp,protein_coding
FBgn0285992,Peak-1;NA;NA,Peak-1,NA,NA,hpRNA:CR46342,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0286213,Peak-2;NA;Down-regulated,Peak-2,NA,Down-regulated,RpS12,early,FALSE,TRUE,Syp target only,Cluster V,Peak at L2 Syp,Peak_L2Syp,protein_coding
FBgn0286516,Down-regulated;Peak-1;Peak-1,Down-regulated,Peak-1,Peak-1,aqz,early,TRUE,TRUE,Co-target,Cluster II,Higher Imp binding,High_Imp,protein_coding
FBgn0286778,Mid-peaks;Down-regulated;Down-regulated,Mid-peaks,Down-regulated,Down-regulated,CG46385,early,TRUE,TRUE,Co-target,Cluster II,Higher Imp binding,High_Imp,protein_coding
FBgn0286781,Up-regulated;Up-regulated;Up-regulated,Up-regulated,Up-regulated,Up-regulated,cass,late,TRUE,TRUE,Co-target,NA,N/A,NA,NA
FBgn0286831,Peak-2;NA;NA,Peak-2,NA,NA,sov,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0000108,NA;Peak-3;Up-regulated,NA,Peak-3,Up-regulated,Appl,late,TRUE,TRUE,Co-target,Cluster VI,Other,Other,protein_coding
FBgn0000117,NA;Peak-1;NA,NA,Peak-1,NA,arm,early,TRUE,TRUE,Co-target,Cluster II,Higher Imp binding,High_Imp,protein_coding
FBgn0000179,NA;Peak-1;NA,NA,Peak-1,NA,bi,early,TRUE,TRUE,Co-target,Cluster II,Higher Imp binding,High_Imp,protein_coding
FBgn0000180,NA;Up-regulated;Peak-3,NA,Up-regulated,Peak-3,bib,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0000181,NA;Down-regulated;NA,NA,Down-regulated,NA,bic,early,TRUE,TRUE,Co-target,NA,N/A,NA,NA
FBgn0000273,NA;Down-regulated;NA,NA,Down-regulated,NA,Pka-C1,early,TRUE,TRUE,Co-target,Cluster I,Higher Imp binding,High_Imp,protein_coding
FBgn0000382,NA;Down-regulated;NA,NA,Down-regulated,NA,csw,early,TRUE,FALSE,Imp target only,Cluster II,Higher Imp binding,High_Imp,protein_coding
FBgn0000454,NA;Down-regulated;NA,NA,Down-regulated,NA,Dip-B,early,TRUE,FALSE,Imp target only,Cluster I,Higher Imp binding,High_Imp,protein_coding
FBgn0000463,NA;Down-regulated;NA,NA,Down-regulated,NA,Dl,early,TRUE,TRUE,Co-target,Cluster III,Higher Syp binding,High_Syp,protein_coding
FBgn0000636,NA;Down-regulated;NA,NA,Down-regulated,NA,Fas3,early,TRUE,TRUE,Co-target,NA,N/A,NA,NA
FBgn0000667,NA;Down-regulated;NA,NA,Down-regulated,NA,Actn,early,TRUE,TRUE,Co-target,Cluster II,Higher Imp binding,High_Imp,protein_coding
FBgn0000810,NA;Peak-1;NA,NA,Peak-1,NA,fs(1)K10,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0001124,NA;Up-regulated;NA,NA,Up-regulated,NA,Got1,late,FALSE,TRUE,Syp target only,Cluster IV,Higher Syp binding,High_Syp,protein_coding
FBgn0001138,NA;Down-regulated;NA,NA,Down-regulated,NA,grn,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0001218,NA;Down-regulated;NA,NA,Down-regulated,NA,Hsc70-3,early,TRUE,TRUE,Co-target,Cluster II,Higher Imp binding,High_Imp,protein_coding
FBgn0001258,NA;Up-regulated;NA,NA,Up-regulated,NA,Ldh,late,TRUE,FALSE,Imp target only,Cluster II,Higher Imp binding,High_Imp,protein_coding
FBgn0001263,NA;Up-regulated;NA,NA,Up-regulated,NA,inaD,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0001280,NA;Up-regulated;NA,NA,Up-regulated,NA,janA,late,FALSE,TRUE,Syp target only,Cluster III,Higher Syp binding,High_Syp,protein_coding
FBgn0001301,NA;Peak-1;NA,NA,Peak-1,NA,kel,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0001330,NA;Up-regulated;NA,NA,Up-regulated,NA,kz,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0001565,NA;Peak-1;NA,NA,Peak-1,NA,Hlc,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0001978,NA;Up-regulated;NA,NA,Up-regulated,NA,stc,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0001981,NA;Peak-1;NA,NA,Peak-1,NA,esg,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0002542,NA;Up-regulated;NA,NA,Up-regulated,NA,lds,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0002632,NA;Peak-3;NA,NA,Peak-3,NA,E(spl)m6-BFM,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0002643,NA;Peak-1;Peak-1,NA,Peak-1,Peak-1,mam,early,TRUE,TRUE,Co-target,Cluster II,Higher Imp binding,High_Imp,protein_coding
FBgn0002715,NA;Up-regulated;NA,NA,Up-regulated,NA,mei-S332,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0002787,NA;Up-regulated;NA,NA,Up-regulated,NA,Rpn8,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0002945,NA;Down-regulated;Down-regulated,NA,Down-regulated,Down-regulated,nkd,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0003016,NA;Down-regulated;Peak-1,NA,Down-regulated,Peak-1,osp,early,TRUE,TRUE,Co-target,Cluster I,Higher Imp binding,High_Imp,protein_coding
FBgn0003071,NA;Up-regulated;NA,NA,Up-regulated,NA,Pfk,late,TRUE,TRUE,Co-target,NA,N/A,NA,NA
FBgn0003076,NA;Peak-3;NA,NA,Peak-3,NA,Pgm1,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0003090,NA;Up-regulated;NA,NA,Up-regulated,NA,pk,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0003256,NA;Peak-1;NA,NA,Peak-1,NA,rl,early,FALSE,TRUE,Syp target only,Cluster V,Peak at L2 Syp,Peak_L2Syp,protein_coding
FBgn0003261,NA;Peak-1;NA,NA,Peak-1,NA,Rm62,early,TRUE,TRUE,Co-target,Cluster III,Higher Syp binding,High_Syp,protein_coding
FBgn0003278,NA;Peak-1;NA,NA,Peak-1,NA,RpI135,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0003371,NA;Peak-1;NA,NA,Peak-1,NA,sgg,early,TRUE,TRUE,Co-target,Cluster II,Higher Imp binding,High_Imp,protein_coding
FBgn0003462,NA;Up-regulated;NA,NA,Up-regulated,NA,Sod1,late,FALSE,TRUE,Syp target only,Cluster III,Higher Syp binding,High_Syp,protein_coding
FBgn0003514,NA;Peak-1;NA,NA,Peak-1,NA,sqh,early,TRUE,TRUE,Co-target,Cluster II,Higher Imp binding,High_Imp,protein_coding
FBgn0003638,NA;Peak-1;NA,NA,Peak-1,NA,su(w[a]),early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0003720,NA;Down-regulated;NA,NA,Down-regulated,NA,tll,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0003862,NA;Down-regulated;Peak-1,NA,Down-regulated,Peak-1,trx,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0003891,NA;Peak-1;NA,NA,Peak-1,NA,tud,early,TRUE,TRUE,Co-target,Cluster II,Higher Imp binding,High_Imp,protein_coding
FBgn0003900,NA;Up-regulated;NA,NA,Up-regulated,NA,twi,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0003963,NA;Down-regulated;NA,NA,Down-regulated,NA,ush,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0003975,NA;Up-regulated;NA,NA,Up-regulated,NA,vg,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0004108,NA;Down-regulated;V3-regulated,NA,Down-regulated,V3-regulated,Nrt,early,TRUE,TRUE,Co-target,Cluster III,Higher Syp binding,High_Syp,protein_coding
FBgn0004237,NA;Peak-1;NA,NA,Peak-1,NA,Hrb87F,early,TRUE,TRUE,Co-target,Cluster II,Higher Imp binding,High_Imp,protein_coding
FBgn0004364,NA;Fluctuating;Up-regulated,NA,Fluctuating,Up-regulated,18w,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0004396,NA;Down-regulated;NA,NA,Down-regulated,NA,CrebA,early,TRUE,TRUE,Co-target,Cluster II,Higher Imp binding,High_Imp,protein_coding
FBgn0004401,NA;Peak-1;NA,NA,Peak-1,NA,Pep,early,TRUE,TRUE,Co-target,Cluster III,Higher Syp binding,High_Syp,protein_coding
